Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	RPI12_S5	RPI44_S20	RPI30_S11	RPI47_S22	RPI8_S3	RPI10_S4	RPI45_S21	RPI5_S2	RPI1_S1	RPI25_S7	RPI27_S9	RPI29_S10	RPI32_S13	RPI38_S15	RPI36_S14	RPI43_S19	RPI26_S8	RPI42_S18	RPI31_S12	RPI39_S16	RPI40_S17	RPI16_S6
1	80982358	80984218	+	AABR07002683.1	protein_coding	AABR07002683.1	ensembl	1048.85	1234.91	1435.36	1449.35	1571.19	1334.59	1099.12	1458.24	1475.45	1556.29	1116.32	994.758	1323.42	1314.7	1296.05	1515.16	1481.96	1020.19	912.786	1288.85	1406.83	1009.73
1	81376252	81377977	-	AABR07002689.1	protein_coding	AABR07002689.1	ensembl	4.98435	3.97465	1.96174	1.97893	1.08024	0.925469	0.909852	1.05255	0	1.12254	1.90931	0.930168	0	1.06509	0	0	3.07815	2.32435	4.87	0	2.86222	2.21779
1	83816569	83819690	-	AABR07002768.1	pseudogene	AABR07002768.1	ensembl	579.959	430.742	498.915	390.627	407.114	528.433	493.743	479.997	499.576	466.063	628.527	558.921	549.461	536.702	479.22	471.771	486.938	347.281	486.481	317.405	483.536	544.462
1	84721410	84732243	-	AABR07002774.1	protein_coding	AABR07002774.1	ensembl	51.5986	68.1281	70.3051	54.11	37.0114	68.4476	49.8174	72.811	54.0929	74.1835	50.8035	58.9861	61.0116	50.1176	54.1283	57.7405	68.3372	81.3141	56.5093	55.3254	61.1521	61.768
1	84685931	84698794	+	AABR07002774.2	protein_coding	AABR07002774.2	ensembl	225.685	246.882	296.389	216.114	167.835	220.284	284.285	286.715	242.669	259.668	217.883	221.741	228.415	198.256	241.174	195.633	208.52	276.536	236.979	239.358	245.336	187.888
1	84679614	84685176	+	AABR07002774.3	protein_coding	AABR07002774.3	ensembl	5.98122	3.17972	4.90436	1.97893	4.32094	4.78732	5.45911	2.10511	3.29465	4.49015	3.81863	3.72067	0.00213642	4.62075	3.09541	3.87486	7.18235	3.25325	0	2.40753	0.954072	2.21778
1	84652632	84653385	+	AABR07002774.4	protein_coding	AABR07002774.4	ensembl	30.8799	20.7635	40.5394	26.0923	10.1748	17.3754	25.8814	35.1611	13.6428	22.8833	22.948	22.296	20.0454	29.5225	12.6154	36.7922	32.7569	14.6147	23.8185	16.3321	15.1351	29.8145
1	84937034	84950211	-	AABR07002784.1	protein_coding	AABR07002784.1	ensembl	19.9374	19.8964	21.5792	19.7893	15.2324	39.9071	20.0584	23.1562	24.7297	28.0634	17.1838	17.6909	16.8883	20.2367	17.5696	25.1866	19.5813	24.9676	19.48	24.105	11.4489	12.1978
1	85407511	85407637	-	AABR07002788.1	snoRNA	AABR07002788.1	ensembl	2.68843	7.51453	4.23514	0.846463	1.31953	6.84656	3.28902	3.11656	3.95872	2.96933	1.07494	2.72538	4.02E-19	5.4644	2.17009	6.81242	5.07257	1.79E-05	1.29311	4.48131	1.29E-21	4.20E-20
1	85428558	85430660	-	AABR07002792.1	processed_pseudogene	AABR07002792.1	havana	2.99061	0	0	0.989467	0	0.925469	0.909852	1.05255	0	0	0	0	0.938239	1.06509	0	0	1.02605	0	0	0	0.954072	1.10889
1	85433213	85433368	+	AABR07002792.2	processed_pseudogene	AABR07002792.2	havana	6.77883	1.72838	6.63865	5.61532	1.73201	1.82233	5.29191	5.8634	1.79161	1.08E-10	4.43434	6.89682	1.47E-22	2.62945	1.03E-09	1.76159	6.00014	1.58587	3.98969	6.14E-18	7.02339	4.35489
1	86873253	86888959	+	AABR07002848.1	protein_coding	AABR07002848.1	ensembl	3.98748	3.97465	1.96174	3.95787	3.24071	1.85094	4.54926	8.42043	0.823663	1.12254	4.77328	2.7905	0.938239	1.06509	4.12722	0	3.07815	1.08442	1.948	8.42635	2.86222	0
1	87563975	87568990	+	AABR07002868.1	protein_coding	AABR07002868.1	ensembl	44.8592	33.3871	25.5026	51.4523	20.5245	32.3914	42.763	28.4189	25.5335	38.1662	40.0956	25.1145	22.5177	29.8224	14.4453	40.686	32.8336	39.039	36.038	24.0753	35.3007	31.049
1	87560077	87562988	+	AABR07002868.2	lincRNA	AABR07002868.2	ensembl	13.9562	11.924	7.84697	4.94734	8.64189	8.32922	12.7379	4.21021	14.8259	6.73522	9.54657	6.51118	10.3206	10.6509	16.5089	13.562	6.1563	7.59091	12.662	9.63011	16.2192	4.43557
1	87775992	87777669	-	AABR07002870.1	protein_coding	AABR07002870.1	ensembl	49.3451	32.5922	34.3305	36.1156	25.9257	31.0032	36.5759	47.8912	29.24	45.4627	47.7329	42.3226	51.134	40.4733	27.8587	14.0464	45.6592	43.3766	57.953	25.279	53.9051	53.2269
1	87729677	87735309	-	AABR07002870.2	protein_coding	AABR07002870.2	ensembl	0.00321131	0.00512157	5.87302	0.0669017	0.00695973	0.00695636	0.0750002	0.0079116	0.0114978	0.0106988	0.00922597	8.36274	0.0100748	6.97745	7.6849	0.010402	0.00330531	0.00931553	8.19485	0.0142186	0.0176769	7.85415
1	87931357	87931488	-	AABR07002875.1	snoRNA	AABR07002875.1	ensembl	3.98748	7.15438	5.88523	0.989467	3.24071	5.55282	2.72956	1.05255	4.11831	4.49015	0	6.51118	0.938239	3.19526	2.06361	1.93743	8.2084	2.16883	2.922	2.40753	4.77036	4.43557
1	88264315	88267182	+	AABR07002882.1	lincRNA	AABR07002882.1	ensembl	4.98435	6.35945	4.90436	6.92627	3.24071	3.70188	2.72956	2.10511	1.64733	7.85775	6.6826	9.30168	6.56767	6.39052	11.3499	4.84357	10.2605	3.25325	4.87	1.20376	8.58665	6.65336
1	88374496	88387425	-	AABR07002885.1	protein_coding	AABR07002885.1	ensembl	73.2396	57.2782	70.1976	27.4774	13.4893	23.6225	34.0197	47.4437	53.072	46.0642	43.0018	57.1901	87.6255	46.8718	17.9335	28.9764	43.0111	49.7006	81.9226	49.7679	89.4979	46.4838
1	88510895	88516130	-	AABR07002893.1	protein_coding	AABR07002893.1	ensembl	2.9874	4.76446	0.0813957	10.8194	6.47446	6.47133	14.4849	7.35996	10.6961	5.60208	8.58268	0.0087779	9.37232	0.478163	2.63315	9.67674	3.07485	8.66601	8.45199	13.2272	6.66111	7.59E-05
1	88557020	88558697	-	AABR07002896.1	protein_coding	AABR07002896.1	ensembl	49.3451	32.5922	34.3305	36.1156	25.9257	31.0032	36.5759	47.8912	29.24	45.4627	47.7329	42.3226	51.134	40.4733	27.8587	14.0464	45.6592	43.3766	57.953	25.279	53.9051	53.2269
1	88611956	88614237	+	AABR07002898.1	lincRNA	AABR07002898.1	ensembl	15.9499	23.8479	17.6557	14.842	8.64189	19.4349	16.3773	26.3138	14.8259	15.7155	21.0024	5.58101	15.0118	13.8461	15.4771	20.343	14.3647	22.7727	15.584	13.2414	14.3111	12.1978
1	88632188	88635004	+	AABR07002902.1	lincRNA	AABR07002902.1	ensembl	1.99374	0	0	0.989467	0	0	0	0	0	0	0	1.86034	0	1.06509	1.0318	0.968714	0	1.08442	0	0	0.954072	0
1	88970768	88977883	+	AABR07002910.1	lincRNA	AABR07002910.1	ensembl	7.97496	4.76959	4.90436	2.9684	16.2035	6.47828	4.54926	2.10511	9.88395	3.36761	1.90931	2.7905	2.81472	3.19526	5.15902	7.74971	2.0521	2.16883	9.73999	4.81506	5.72443	7.76225
1	89649636	89682738	+	AABR07002928.1	lincRNA	AABR07002928.1	ensembl	6.97809	4.76959	2.94261	0.989467	5.40118	9.25469	2.72956	14.7357	3.29465	3.36761	3.81863	18.6034	2.81472	7.45561	4.12722	7.74971	4.1042	4.33766	7.792	3.61129	6.67851	7.76225
1	89869772	89871300	-	AABR07002938.1	pseudogene	AABR07002938.1	ensembl	126.264	118.514	158.933	65.5625	104.971	157.129	108.893	118.384	135.488	90.405	108.29	112.16	114.777	97.1053	104.217	118.357	149.377	64.2137	127.189	92.6554	99.8293	125.059
1	89967031	90000387	-	AABR07002945.1	protein_coding	AABR07002945.1	ensembl	90.7152	107.316	74.5462	93.9994	93.9805	87.9196	98.264	59.9955	83.1899	84.1902	105.967	85.5755	103.206	100.118	88.7352	95.9027	79.0059	112.779	104.218	89.0785	94.4532	98.6915
1	90131017	90131377	-	AABR07002945.2	processed_pseudogene	AABR07002945.2	havana	1.40E-15	1.27798	4.20E-15	1.95547	1.55261	3.1597	5.47476	5.02873	3.28532	1.06E-19	3.83306	5.23692	9.6117	2.66245	1.16E-12	2.38052	4.109	2.15425	2.94E-15	2.5787	4.68E-11	2.79817
1	90123234	90123471	-	AABR07002945.3	processed_pseudogene	AABR07002945.3	havana	0	0	0.980871	2.9684	0	0	0	0	0.823663	0	1.90931	0.930168	0	1.06509	0	0	1.02605	2.16883	1.948	0	0	1.10889
1	90820595	90848675	+	AABR07002969.1	lincRNA	AABR07002969.1	ensembl	9.96871	13.5138	20.5983	11.8736	4.32094	13.882	12.7379	10.5255	9.06029	6.73522	16.2292	16.743	12.1971	10.6509	11.3499	8.71842	11.2866	11.9286	29.22	15.6489	20.0355	21.069
1	92088190	92088448	-	AABR07002997.1	pseudogene	AABR07002997.1	ensembl	6.97809	3.97465	12.7513	3.95787	7.56165	8.32922	7.27882	7.36787	13.1786	6.73522	12.4105	13.9525	13.1353	6.39052	9.28624	14.5307	13.3387	5.42208	11.688	12.0376	10.4948	14.4156
1	94988512	94988767	+	AABR07003049.1	processed_pseudogene	AABR07003049.1	ensembl	31.6984	46.0973	18.2517	14.7245	41.6081	31.8319	30.0923	20.4973	40.0307	21.0457	48.7891	35.3901	22.2707	28.7112	20.4012	24.8525	28.4708	19.8395	37.0022	5.19837	28.7211	33.0144
1	95397991	95405286	+	AABR07003056.1	protein_coding	AABR07003056.1	ensembl	10.3443	5.78962	3.88963	8.37083	7.3701	3.44495	5.65E-08	8.18466	5.857	2.34579	8.36486	5.14578	10.2831	5.77001	8.11883	3.91659	2.90209	3.43671	9.86E-12	4.25775	3.92113	5.46088
1	98045770	98046771	-	AABR07003173.1	protein_coding	AABR07003173.1	ensembl	24.9859	37.4107	19.1138	49.1842	19.5437	20.7607	28.8259	24.8836	19.4808	22.1796	25.183	23.4355	23.0763	14.7586	31.5926	20.9077	35.8193	39.185	26.5805	55.1731	30.5392	21.4767
1	98228573	98231856	+	AABR07003176.1	protein_coding	AABR07003176.1	ensembl	205.355	212.247	259.931	274.082	200.924	267.461	210.176	262.086	272.632	292.982	201.433	211.148	197.968	252.426	204.297	245.085	198.028	291.708	185.06	321.405	229.931	195.165
1	98644050	98645157	+	AABR07003187.1	processed_pseudogene	AABR07003187.1	ensembl	33.0853	30.1962	18.5997	30.4258	25.0374	31.5174	39.1464	35.0069	35.2967	32.7426	34.3004	23.1138	18.9193	24.5599	27.9538	37.8014	24.9182	31.1217	22.9429	36.797	21.3233	26.0133
1	99578372	99587206	-	AABR07003235.1	protein_coding	AABR07003235.1	ensembl	66.7903	25.4378	40.2157	52.4418	29.1664	23.1367	37.3039	34.7343	29.6519	47.1465	46.7782	39.0671	32.8384	37.2781	36.1132	30.9988	38.9899	46.6299	37.986	19.2602	34.3466	44.3557
1	100224234	100224324	+	AABR07003250.2	snoRNA	AABR07003250.2	ensembl	0	2.38479	1.96174	2.9684	0	0.925469	0.909852	0	1.64733	3.36761	0	3.72067	1.87648	1.06509	0	0	1.02605	2.16883	1.948	3.61129	2.86222	2.21779
1	100320372	100320854	+	AABR07003250.6	sense_intronic	AABR07003250.6	havana	0.996871	0.794931	1.96174	0	0	0.925469	1.8197	0	0	1.12254	0.954657	2.7905	1.87648	1.06509	0	0.968714	0	3.25325	0	1.20376	0	4.43557
1	103145939	103146373	+	AABR07003273.1	protein_coding	AABR07003273.1	ensembl	9.99308	4.82972	7.16098	6.29762	3.08E-10	0.00182463	19.8063	9.55E-06	4.91E-08	0.16425	11.8691	0.112805	17.1378	9.0019	7.14709	9.59356	3.64E-08	6.19607	18.4772	18.2947	7.72045	7.88334
1	104423818	104425448	-	AABR07003304.1	lincRNA	AABR07003304.1	ensembl	3.98748	1.58986	9.80871	4.94734	6.48142	3.70188	6.36896	8.42043	6.5893	10.1028	9.54657	9.30168	9.38239	6.39052	2.06361	2.90614	3.07815	6.50649	4.87	10.8339	6.67851	8.87114
1	104282029	104352991	+	AABR07003304.2	lincRNA	AABR07003304.2	ensembl	29.9061	45.3111	51.9862	21.7683	27.0059	31.466	31.8448	25.2613	23.8862	24.6958	21.9571	25.1145	27.2089	20.2367	25.7951	30.0301	26.6773	24.9416	49.674	28.8903	31.4844	29.9401
1	112074735	112076014	-	AABR07003492.2	processed_pseudogene	AABR07003492.2	havana	4.48E-17	3.04E-17	1.60E-18	2.19202	9.88E-16	7.31E-18	1.22E-13	1.78142	1.29E-13	5.03E-21	1.62613	1.33E-13	1.95E-20	3.54E-18	5.80E-15	4.12E-18	6.46E-20	2.9689	5.26E-16	5.93521	3.96888	4.02079
1	113023947	113024557	+	AABR07003500.1	processed_pseudogene	AABR07003500.1	havana	24.1268	13.6654	15.2564	14.2929	20.7495	20.3059	20.2825	6.3815	12.7985	11.9539	10.9492	21.9373	15.6338	24.9588	15.5951	14.8088	14.7139	16.0103	24.303	30.6453	15.4701	9.31256
1	113489189	113498414	-	AABR07003509.1	processed_pseudogene	AABR07003509.1	havana	9.80414	9.79011	11.8629	5.27753	11.0741	8.78373	5.66226	14.8652	9.46551	4.49981	10.8765	6.79178	9.62346	4.35249	6.41406	6.20768	12.81	2.2202	5.07475	1.20543	6.91617	15.0874
1	114174742	114175354	+	AABR07003537.1	processed_pseudogene	AABR07003537.1	ensembl	230.338	149.277	194.641	99.738	152.672	219.362	156.037	207.562	203.104	147.48	201.529	170.295	179.118	154.865	173.119	171.473	193.143	134.058	159.504	125.411	148.037	241.163
1	124059034	124076368	-	AABR07004085.1	lincRNA	AABR07004085.1	ensembl	1.24061	1.65254	1.04178	1.18427	2.21717	1.97434	1.98117	0	0.915515	2.35922	0	1.11758	0	1.19611	0	1.16518	4.42756	3.72465	1.14841	1.46931	4.81E-43	1.23952
1	124288131	124311587	-	AABR07004090.1	lincRNA	AABR07004090.1	ensembl	0.996871	0	0.980871	2.9684	0	3.70188	2.72956	3.15766	0.823663	1.12254	0	0	2.81472	4.26035	0	2.90614	0	5.42208	0	0	0.954072	2.21779
1	124927202	124930194	-	AABR07004101.2	lincRNA	AABR07004101.2	ensembl	4.98435	6.35945	8.82784	9.89467	4.32094	1.85094	10.0084	5.26277	13.1786	10.1028	8.59191	3.72067	5.62943	7.45561	10.318	2.90614	4.1042	4.33766	11.688	4.81506	8.58665	3.32668
1	125877299	125879831	+	AABR07004112.1	pseudogene	AABR07004112.1	ensembl	2287.57	1151.26	1732.29	978.324	1660	1630.81	1709.56	1548.77	1809.64	1368.6	2188.76	1891.74	1793.25	1479.99	1797.13	1402.5	1916.4	888.819	1906.76	879.828	1645.29	2020.05
1	129613497	129614244	+	AABR07004190.1	protein_coding	AABR07004190.1	ensembl	1.99374	5.56452	1.96174	11.8736	2.16047	1.85094	9.09852	2.10511	0	1.12254	3.81863	3.72067	6.56767	2.13017	3.09541	0.968714	2.0521	1.08442	0.973999	2.40753	5.72443	3.32668
1	131380879	131431949	-	AABR07004228.1	lincRNA	AABR07004228.1	ensembl	47.8498	44.5161	59.8331	66.2943	63.7339	83.2922	60.0502	56.8379	65.8931	56.1268	62.0527	47.4386	52.5414	51.1242	62.9401	55.2167	57.4588	66.1494	52.596	65.0032	73.4635	56.5535
1	131584306	131585732	-	AABR07004232.1	protein_coding	AABR07004232.1	ensembl	0	1.58986	1.96174	1.97893	1.08024	0	0.909852	7.36787	0	0	8.86E-07	3.72067	1.87648	2.13017	2.06361	0	1.02605	1.08442	0.973999	0	0	1.10889
1	131688104	131690121	+	AABR07004232.2	lincRNA	AABR07004232.2	ensembl	56.1714	50.6897	91.1902	53.7584	36.0124	60.3579	87.5447	45.3899	44.4592	61.1608	61.0687	35.0846	56.301	48.218	65.725	70.5864	43.9215	37.6436	57.5846	34.7591	46.5204	60.0438
1	132497813	132503538	+	AABR07004241.2	lincRNA	AABR07004241.2	ensembl	1.99374	0.794931	0.980871	4.94734	3.24071	3.70188	0.909852	6.31532	0.823663	2.24507	3.81863	0.930168	1.87648	1.06509	2.06361	2.90614	1.02605	2.16883	1.948	3.61129	0.954072	1.10889
1	132891572	132892121	+	AABR07004244.1	processed_pseudogene	AABR07004244.1	havana	0	0	0.980871	0	0	1.85094	1.8197	2.10511	0.823663	1.12254	0	0	0	0	4.12722	0	0	0	0	0	0	0
1	134992510	135000439	+	AABR07004269.3	processed_pseudogene	AABR07004269.3	havana	640.427	439.403	495.956	431.757	388.086	506.844	571.71	411.2	481.836	359.205	631.178	431.24	591.144	475.925	491.494	494.816	513.94	395.029	483.271	443.705	533.075	426.18
1	134921673	134922408	+	AABR07004269.4	lincRNA	AABR07004269.4	havana	1.99374	1.58986	4.90436	6.92627	2.16047	1.85094	1.8197	1.05255	1.64733	5.61268	1.90931	1.86034	1.87648	3.19526	2.06361	2.90614	1.02605	7.59091	1.948	2.40753	2.86222	4.43557
1	135083659	135084386	-	AABR07004269.6	pseudogene	AABR07004269.6	ensembl	4.20354	0	0	0	3.39916	0	0.976804	3.32092	1.69256	1.17518	0	0	0	0	0	2.11424	1.10059	0	0	1.23042	0	0
1	135135833	135162694	+	AABR07004272.1	lincRNA	AABR07004272.1	havana	21.9312	19.0783	28.4453	14.842	26.6223	10.1802	20.8856	31.3565	23.0626	28.0634	27.6515	25.1145	20.6413	17.0414	18.5725	20.343	22.5731	23.8571	29.22	3.61129	22.7212	31.049
1	135712960	135713215	+	AABR07004292.1	processed_pseudogene	AABR07004292.1	havana	1.99374	0	0	0	1.08024	0.925469	0	0	0	1.12254	0	0.930168	0	0	1.0318	0.968714	0	0	0	0	0	0
1	141675044	141679523	+	AABR07004404.1	lincRNA	AABR07004404.1	ensembl	2.99061	0.794931	1.96174	0.989467	0	0.925469	1.8197	0	0	0	2.86397	0	0.938239	1.06509	2.06361	1.93743	0	0	2.922	0	1.90814	0
1	154131926	154132331	+	AABR07004746.1	protein_coding	AABR07004746.1	ensembl	3.60E-13	2.21196	3.29E-07	2.27218	7.84E-06	2.89583	7.04E-13	5.09E-05	2.48641	7.0579	7.40E-13	1.27E-08	2.21E-10	8.16E-09	7.06E-10	4.18E-08	2.50617	7.69E-08	1.01E-11	3.74E-08	1.51E-09	2.10E-09
1	156493429	156509597	+	AABR07004783.1	lincRNA	AABR07004783.1	ensembl	0.996871	0	0.980871	0.989467	0	0.925469	0.909852	0	0	0	0.954657	0	2.81472	0	3.09541	2.90614	1.02605	3.25325	0.973999	0	0.954072	0
1	163459074	163461084	+	AABR07004868.2	lincRNA	AABR07004868.2	ensembl	54.8279	20.6682	16.6748	27.7051	25.9257	33.3169	39.1236	10.5255	43.6541	15.7155	28.6397	22.324	28.1472	15.9763	47.463	18.4056	35.9118	21.6883	20.454	12.0376	32.4385	22.1779
1	164807422	164807806	+	AABR07004876.1	processed_pseudogene	AABR07004876.1	ensembl	0	0.889795	1.74E-37	1.08502	0	0	0	0	0.904262	0	2.21292	2.13873	1.11313	1.23585	0	0	0	0	1.05707	5.19E-41	6.87E-43	1.31302
1	165284410	165284636	+	AABR07004881.1	pseudogene	AABR07004881.1	ensembl	16.9468	20.6682	28.4453	20.7788	37.8083	34.2424	21.8364	25.2613	29.6519	29.1859	22.9118	37.2067	26.2707	31.9526	31.986	32.9363	29.7555	19.5195	25.324	18.0565	14.3111	27.7223
1	166282107	166282690	-	AABR07004894.1	pseudogene	AABR07004894.1	ensembl	33.5839	3.38317	15.5019	28.9973	0.063797	0.0387489	7.27332	3.55949	0.012112	28.3675	6.38051	27.1135	13.4654	2.29507	6.8786	1.88809	0.111886	17.5847	10.4728	0.0309889	20.6001	12.8061
1	167472993	167473690	-	AABR07004914.1	processed_pseudogene	AABR07004914.1	havana	0	0	0.980871	0	0	1.85094	1.8197	1.05255	2.47099	2.24507	1.90931	1.86034	1.87648	0	0	0	0	6.50649	0	1.20376	0	1.10889
1	173275336	173284942	+	AABR07004992.1	protein_coding	AABR07004992.1	ensembl	11.9004	13.6491	13.7104	19.0937	10.9	6.70003	11.6905	2.82021	15.9391	8.91016	20.0155	11.6667	16.8708	16.7943	10.7151	15.9481	16.9873	17.1285	17.7995	14.0644	20.3796	15.6033
1	173346237	173347370	+	AABR07004993.1	pseudogene	AABR07004993.1	ensembl	4.97803	3.03559	13.6667	4.39212	1.2225	2.08162	1.12406	1.26662	5.45523	1.24352	4.46894	1.02888	1.09452	5.33619	2.65232	0	8.60584	2.49269	3.4698	2.60324	3.23746	5.65014
1	174134781	174134912	+	AABR07005004.1	snoRNA	AABR07005004.1	ensembl	4.48592	0.397465	2.94261	0.494734	2.70059	3.70188	1.36478	4.73649	4.11828	2.80634	1.43198	3.25559	4.69069	0.532544	5.15898	3.3905	2.0521	2.16883	5.357	3.00941	0.954072	0.554447
1	174133689	174133797	+	AABR07005004.2	miRNA	AABR07005004.2	ensembl	0.996757	5.52E-12	3.92348	2.9684	0	2.90392	0.909852	1.05243	2.58447	1.12254	6.63E-12	0.930168	1.87648	2.13017	2.9264	1.93721	0	2.16858	0.973889	0	0	5.54447
1	174133709	174133839	+	AABR07005004.3	snoRNA	AABR07005004.3	ensembl	0.000113013	1.58986	1.51E-10	3.02E-13	0	2.6489	0	0.000119326	2.35751	2.24507	1.90931	8.37151	0	2.13017	2.23263	0.000219642	1.02605	0.000245876	0.00011042	0	0	2.83E-15
1	175620634	175620741	+	AABR07005028.2	miRNA	AABR07005028.2	ensembl	1.08947	1.58986	2.94261	0	3.24071	3.8808	1.8197	2.10511	3.69775	3.53507	3.03436	3.39968	0	2.28E-33	0	0	0	0	0	0	3.39187	1.48143
1	176078574	176079126	-	AABR07005031.1	protein_coding	AABR07005031.1	ensembl	3.91424	1.41361	6.14762	6.17963	4.80789	2.00742	4.36122	6.57978	4.62E-12	5.04E-14	2.76E-16	2.37E-14	1.58557	4.10689	1.85391	1.68602	4.01E-12	1.66378	1.72658	2.27E-19	4.65697	4.52907
1	177591988	177592288	-	AABR07005040.1	protein_coding	AABR07005040.1	ensembl	0.996871	2.38479	0.980871	1.97893	1.10711	3.70188	6.36896	2.10511	0.823663	2.24507	0.954657	1.91467	0	0	0	0	1.02605	0	0	0	2.92172	1.10889
1	183629450	183630696	-	AABR07005506.1	protein_coding	AABR07005506.1	ensembl	2.25787	1.73814	3.12748	2.0576	1.18776	0	0	1.1442	3.53103	1.22262	1.05047	0	2.01098	2.38355	0	4.78E-43	0	1.13056	1.09179	1.27963	0	1.18748
1	183884015	183892455	-	AABR07005508.1	lincRNA	AABR07005508.1	ensembl	0	0.794931	0.980871	0	0	0	2.72956	2.10511	0	0	0.954657	1.86034	0	0	2.06361	0	1.02605	2.16883	0.973999	1.20376	0.954072	0
1	185171547	185172852	+	AABR07005533.1	processed_pseudogene	AABR07005533.1	ensembl	54.2525	88.6502	91.7329	85.1384	74.1735	67.9127	75.9407	94.8395	70.8632	72.3502	59.5563	80.8404	57.711	74.6949	71.4084	103.704	73.0015	76.5331	79.4876	95.2363	93.7531	55.2919
1	185353166	185356628	-	AABR07005535.1	lincRNA	AABR07005535.1	ensembl	4.98435	11.924	1.96174	6.92627	9.73504	9.25469	6.36896	2.10511	2.47099	1.12254	6.6826	7.44134	10.3206	4.26035	6.19083	5.81228	7.18235	6.50649	5.844	6.01882	4.77788	3.32668
1	187634359	187635357	+	AABR07005563.1	processed_pseudogene	AABR07005563.1	havana	0	0.794931	0.980871	2.9684	0	1.85094	1.8197	0	0	0	0	0	1.87648	0	0	0.968714	0.905871	2.16883	0.973999	1.20376	1.90814	1.73E-23
1	187679743	187680413	+	AABR07005564.1	processed_pseudogene	AABR07005564.1	havana	0.996871	0	0	0	1.08421	0.925469	0	1.05255	0.826495	1.12732	0	1.86034	0	1.07017	0	0	2.06142	2.16883	0.973999	0	0.954072	0
1	187973557	187975054	+	AABR07005569.1	lincRNA	AABR07005569.1	ensembl	1.99374	0	0	0	0	0.925469	1.8197	0	2.47099	0	1.90931	2.7905	0.938239	0	0	0.968714	1.02605	0	0	0	0.954072	0
1	188161372	188166412	-	AABR07005572.1	lincRNA	AABR07005572.1	ensembl	0.996871	0.794931	2.94261	1.97893	2.16047	0.925469	0.909852	0	2.47099	3.36761	0	1.86034	1.87648	3.19526	1.0318	1.93743	1.02605	1.08442	0	1.20376	1.90814	0
1	188200420	188200823	+	AABR07005572.2	processed_pseudogene	AABR07005572.2	havana	1.11594	0.902911	0	1.19E-39	0	1.02609	1.05993	0	1.78954	0	2.17985	1.04422	2.17806	2.56714	2.37727	0	0	0	0	3.80E-38	2.20333	1.71E-34
1	188590195	188590308	-	AABR07005579.2	snoRNA	AABR07005579.2	ensembl	0	1.58986	0	0	0	0	0	0	0	2.24507	0	1.86034	4.6912	2.13017	2.06361	0.968714	0	0	0	2.40753	0	1.10889
1	189009019	189014541	-	AABR07005581.1	pseudogene	AABR07005581.1	ensembl	0.996871	0.794931	3.92348	0.989467	0	1.85094	1.8197	3.15766	1.64733	0	2.86397	1.86034	0.938239	1.06509	2.06361	3.87486	2.0521	1.08442	2.922	0	3.81629	2.21779
1	189457583	189460845	-	AABR07005588.1	protein_coding	AABR07005588.1	ensembl	562.235	430.853	469.837	273.093	590.889	562.685	410.343	423.127	539.499	478.201	475.419	489.268	419.393	449.467	504.553	445.608	508.921	309.058	403.236	306.96	439.827	483.477
1	189688872	189703842	-	AABR07005593.1	lincRNA	AABR07005593.1	ensembl	177.443	143.088	161.844	169.199	156.634	141.597	121.01	117.886	211.681	172.871	178.521	243.704	167.945	138.461	138.262	128.839	182.637	168.084	160.71	151.674	213.712	198.492
1	189798060	189822198	+	AABR07005596.1	lincRNA	AABR07005596.1	ensembl	1.99374	7.15438	6.8661	3.95787	2.16047	6.47828	7.27882	12.6306	12.3549	5.61268	8.59191	11.162	7.50591	14.9112	10.318	6.781	9.23445	2.16883	5.844	6.01882	11.4489	14.4156
1	189837284	189864945	-	AABR07005597.1	protein_coding	AABR07005597.1	ensembl	49.8435	50.0806	97.1062	66.2943	50.7711	42.5716	56.4108	98.94	106.253	66.2296	64.9167	106.039	50.6649	52.1893	37.145	64.9038	113.892	41.2078	49.674	60.1882	71.5554	120.869
1	190368884	190370500	-	AABR07005618.1	protein_coding	AABR07005618.1	ensembl	29.9061	29.4124	38.254	18.7999	27.0059	32.3914	42.763	30.5241	24.7099	33.6761	41.0502	29.7654	35.6531	25.5621	33.0178	13.562	33.8597	23.8571	24.35	16.8527	16.2192	26.6134
1	190671696	190672044	+	AABR07005633.1	protein_coding	AABR07005633.1	ensembl	113.643	103.341	154.978	105.873	73.4561	123.087	132.838	148.41	119.431	132.459	128.879	105.109	137.921	136.331	125.88	144.338	144.673	155.071	131.49	123.988	134.524	115.325
1	194727775	194727909	+	AABR07005692.1	snoRNA	AABR07005692.1	ensembl	0.996871	1.58986	2.94261	0.494734	0	0.925469	0.454926	1.05255	0	1.12254	1.43198	1.39525	1.40736	3.19526	1.54771	1.45307	2.0521	3.79545	1.948	1.20376	0.954072	1.10889
1	197856903	197858017	-	AABR07005775.1	protein_coding	AABR07005775.1	ensembl	0.996871	0.794931	3.92348	0	3.24071	0	2.72956	2.10511	4.94198	0	0	3.72067	0.938239	1.06509	5.15902	0	0	0	0.973999	0	0.954072	0
